memo,,,,,,,,,,,,,
TABLE,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttack,MstAttackI18n,MstAttackI18n
e,202509010,chara_sum_00001_Normal_00000,chara_sum_00001,0,Normal,,,70,33,120,,表示場所なし,
e,202509010,chara_sum_00001_Special_00001,chara_sum_00001,1,Special,,,117,0,0,,敵単体に最大3回の連続攻撃(自身の攻撃ステータスの最大135%ダメージ) + 1回目の攻撃がヒットした場合、敵の攻撃を6秒間、10%DOWN,
e,202509010,chara_sum_00001_Special_00002,chara_sum_00001,2,Special,,,117,0,0,,敵単体に最大3回の連続攻撃(自身の攻撃ステータスの最大152%ダメージ) + 1回目の攻撃がヒットした場合、敵の攻撃を6.5秒間、12%DOWN,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_sum_00001_Special_00003,chara_sum_00001,3,Special,,,117,0,0,,敵単体に最大3回の連続攻撃(自身の攻撃ステータスの最大163%ダメージ) + 1回目の攻撃がヒットした場合、敵の攻撃を6.7秒間、13%DOWN,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_sum_00001_Special_00004,chara_sum_00001,4,Special,,,117,0,0,,敵単体に最大3回の連続攻撃(自身の攻撃ステータスの最大172%ダメージ) + 1回目の攻撃がヒットした場合、敵の攻撃を6.9秒間、13%DOWN,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_sum_00001_Special_00005,chara_sum_00001,5,Special,,,117,0,0,,敵単体に最大3回の連続攻撃(自身の攻撃ステータスの最大178%ダメージ) + 1回目の攻撃がヒットした場合、敵の攻撃を6.9秒間、14%DOWN,ステータスUP + 必殺ワザ性能UP
,,chara_sum_00001_Special_00006,chara_sum_00001,6,Special,,,117,0,0,,,
,,chara_sum_00001_Special_00007,chara_sum_00001,7,Special,,,117,0,0,,,
,,chara_sum_00001_Special_00008,chara_sum_00001,8,Special,,,117,0,0,,,
,,chara_sum_00001_Special_00009,chara_sum_00001,9,Special,,,117,0,0,,,
,,chara_sum_00001_Special_00010,chara_sum_00001,10,Special,,,117,0,0,,,
e,202509010,chara_sum_00201_Normal_00000,chara_sum_00201,0,Normal,,,119,34,50,,表示場所なし,
e,202509010,chara_sum_00201_Special_00001,chara_sum_00201,1,Special,,,184,85,0,,敵複数体に自身の攻撃ステータスの90%のダメージ + 攻撃がヒットした場合、敵を小ノックバック,
e,202509010,chara_sum_00201_Special_00002,chara_sum_00201,2,Special,,,184,85,0,,敵複数体に自身の攻撃ステータスの102%のダメージ + 攻撃がヒットした場合、敵を小ノックバック,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_sum_00201_Special_00003,chara_sum_00201,3,Special,,,184,85,0,,敵複数体に自身の攻撃ステータスの110%のダメージ + 攻撃がヒットした場合、敵を小ノックバック,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_sum_00201_Special_00004,chara_sum_00201,4,Special,,,184,85,0,,敵複数体に自身の攻撃ステータスの116%のダメージ + 攻撃がヒットした場合、敵を小ノックバック,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_sum_00201_Special_00005,chara_sum_00201,5,Special,,,184,85,0,,敵複数体に自身の攻撃ステータスの120%のダメージ + 攻撃がヒットした場合、敵を小ノックバック,ステータスUP + 必殺ワザ性能UP
,,chara_sum_00201_Special_00006,chara_sum_00201,6,Special,,,135,85,0,,,
,,chara_sum_00201_Special_00007,chara_sum_00201,7,Special,,,135,85,0,,,
,,chara_sum_00201_Special_00008,chara_sum_00201,8,Special,,,135,85,0,,,
,,chara_sum_00201_Special_00009,chara_sum_00201,9,Special,,,135,85,0,,,
,,chara_sum_00201_Special_00010,chara_sum_00201,10,Special,,,135,85,0,,,
e,202509010,chara_sur_00101_Normal_00000,chara_sur_00101,0,Normal,,,70,17,75,,表示場所なし,
e,202509010,chara_sur_00101_Special_00001,chara_sur_00101,1,Special,,,134,0,0,,敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大128%ダメージ),
e,202509010,chara_sur_00101_Special_00002,chara_sur_00101,2,Special,,,134,0,0,,敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大144%ダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_sur_00101_Special_00003,chara_sur_00101,3,Special,,,134,0,0,,敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大155%ダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_sur_00101_Special_00004,chara_sur_00101,4,Special,,,134,0,0,,敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大163%ダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_sur_00101_Special_00005,chara_sur_00101,5,Special,,,134,0,0,,敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大169%ダメージ),ステータスUP + 必殺ワザ性能UP
,,chara_sur_00101_Special_00006,chara_sur_00101,6,Special,,,134,0,0,,,
,,chara_sur_00101_Special_00007,chara_sur_00101,7,Special,,,134,0,0,,,
,,chara_sur_00101_Special_00008,chara_sur_00101,8,Special,,,134,0,0,,,
,,chara_sur_00101_Special_00009,chara_sur_00101,9,Special,,,134,0,0,,,
,,chara_sur_00101_Special_00010,chara_sur_00101,10,Special,,,134,0,0,,,
e,202509010,chara_sum_00101_Normal_00000,chara_sum_00101,0,Normal,,,57,25,90,,表示場所なし,
e,202509010,chara_sum_00101_Special_00001,chara_sum_00101,1,Special,,,110,50,0,,自身と同じコマにいる青属性の味方と自身への被ダメージを12.2秒間、10%カット,
e,202509010,chara_sum_00101_Special_00002,chara_sum_00101,2,Special,,,110,50,0,,自身と同じコマにいる青属性の味方と自身への被ダメージを13.4秒間、11%カット,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_sum_00101_Special_00003,chara_sum_00101,3,Special,,,110,50,0,,自身と同じコマにいる青属性の味方と自身への被ダメージを14.1秒間、11%カット,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_sum_00101_Special_00004,chara_sum_00101,4,Special,,,110,50,0,,自身と同じコマにいる青属性の味方と自身への被ダメージを14.7秒間、12%カット,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_sum_00101_Special_00005,chara_sum_00101,5,Special,,,110,50,0,,自身と同じコマにいる青属性の味方と自身への被ダメージを15秒間、12%カット,ステータスUP + 必殺ワザ性能UP
,,chara_sum_00101_Special_00006,chara_sum_00101,6,Special,,,110,50,0,,,
,,chara_sum_00101_Special_00007,chara_sum_00101,7,Special,,,110,50,0,,,
,,chara_sum_00101_Special_00008,chara_sum_00101,8,Special,,,110,50,0,,,
,,chara_sum_00101_Special_00009,chara_sum_00101,9,Special,,,110,50,0,,,
,,chara_sum_00101_Special_00010,chara_sum_00101,10,Special,,,110,50,0,,,
e,202509010,chara_sur_00201_Normal_00000,chara_sur_00201,0,Normal,,,74,19,50,,表示場所なし,
e,202509010,chara_sur_00201_Special_00001,chara_sur_00201,1,Special,,,154,0,0,,敵複数体に最大7回の連続攻撃(自身の攻撃ステータスの最大77%ダメージ),
e,202509010,chara_sur_00201_Special_00002,chara_sur_00201,2,Special,,,154,0,0,,敵複数体に最大7回の連続攻撃(自身の攻撃ステータスの最大86%ダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_sur_00201_Special_00003,chara_sur_00201,3,Special,,,154,0,0,,敵複数体に最大7回の連続攻撃(自身の攻撃ステータスの最大92%ダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_sur_00201_Special_00004,chara_sur_00201,4,Special,,,154,0,0,,敵複数体に最大7回の連続攻撃(自身の攻撃ステータスの最大96%ダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_sur_00201_Special_00005,chara_sur_00201,5,Special,,,154,0,0,,敵複数体に最大7回の連続攻撃(自身の攻撃ステータスの最大99%ダメージ),ステータスUP + 必殺ワザ性能UP
,,chara_sur_00201_Special_00006,chara_sur_00201,6,Special,,,154,0,0,,,
,,chara_sur_00201_Special_00007,chara_sur_00201,7,Special,,,154,0,0,,,
,,chara_sur_00201_Special_00008,chara_sur_00201,8,Special,,,154,0,0,,,
,,chara_sur_00201_Special_00009,chara_sur_00201,9,Special,,,154,0,0,,,
,,chara_sur_00201_Special_00010,chara_sur_00201,10,Special,,,154,0,0,,,
e,202509010,chara_sur_00301_Normal_00000,chara_sur_00301,0,Normal,,,78,33,100,,表示場所なし,
e,202509010,chara_sur_00301_Special_00001,chara_sur_00301,1,Special,,,96,37,0,,敵複数体に自身の攻撃ステータスの75%のダメージ + 攻撃がヒットした場合、敵を小ノックバック,
e,202509010,chara_sur_00301_Special_00002,chara_sur_00301,2,Special,,,96,37,0,,敵複数体に自身の攻撃ステータスの75%のダメージ + 攻撃がヒットした場合、敵を小ノックバック,ステータスUP
e,202509010,chara_sur_00301_Special_00003,chara_sur_00301,3,Special,,,96,37,0,,敵複数体に自身の攻撃ステータスの75%のダメージ + 攻撃がヒットした場合、敵を小ノックバック,ステータスUP
e,202509010,chara_sur_00301_Special_00004,chara_sur_00301,4,Special,,,96,37,0,,敵複数体に自身の攻撃ステータスの75%のダメージ + 攻撃がヒットした場合、敵を小ノックバック,ステータスUP
e,202509010,chara_sur_00301_Special_00005,chara_sur_00301,5,Special,,,96,37,0,,敵複数体に自身の攻撃ステータスの75%のダメージ + 攻撃がヒットした場合、敵を小ノックバック,ステータスUP
,,chara_sur_00301_Special_00006,chara_sur_00301,6,Special,,,96,37,0,,,
,,chara_sur_00301_Special_00007,chara_sur_00301,7,Special,,,96,37,0,,,
,,chara_sur_00301_Special_00008,chara_sur_00301,8,Special,,,96,37,0,,,
,,chara_sur_00301_Special_00009,chara_sur_00301,9,Special,,,96,37,0,,,
,,chara_sur_00301_Special_00010,chara_sur_00301,10,Special,,,96,37,0,,,
e,202509010,chara_tak_00001_Normal_00000,chara_tak_00001,0,Normal,,,50,22,100,,表示場所なし,
e,202509010,chara_tak_00001_Special_00001,chara_tak_00001,1,Special,,,167,38,0,,自身への被ダメージを6.2秒間、15%カット,
e,202509010,chara_tak_00001_Special_00002,chara_tak_00001,2,Special,,,167,38,0,,自身への被ダメージを7.4秒間、17%カット,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_tak_00001_Special_00003,chara_tak_00001,3,Special,,,167,38,0,,自身への被ダメージを8.1秒間、18%カット,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_tak_00001_Special_00004,chara_tak_00001,4,Special,,,167,38,0,,自身への被ダメージを8.7秒間、19%カット,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_tak_00001_Special_00005,chara_tak_00001,5,Special,,,167,38,0,,自身への被ダメージを9秒間、20%カット,ステータスUP + 必殺ワザ性能UP
,,chara_tak_00001_Special_00006,chara_tak_00001,6,Special,,,167,38,0,,,
,,chara_tak_00001_Special_00007,chara_tak_00001,7,Special,,,167,38,0,,,
,,chara_tak_00001_Special_00008,chara_tak_00001,8,Special,,,167,38,0,,,
,,chara_tak_00001_Special_00009,chara_tak_00001,9,Special,,,167,38,0,,,
,,chara_tak_00001_Special_00010,chara_tak_00001,10,Special,,,167,38,0,,,
e,202509010,chara_chi_00201_Normal_00000,chara_chi_00201,0,Normal,,,80,42,50,,表示場所なし,
e,202509010,chara_chi_00201_Special_00001,chara_chi_00201,1,Special,,,122,82,0,,敵複数体に自身の攻撃ステータスの72%のダメージ,
e,202509010,chara_chi_00201_Special_00002,chara_chi_00201,2,Special,,,122,82,0,,敵複数体に自身の攻撃ステータスの82%のダメージ,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_chi_00201_Special_00003,chara_chi_00201,3,Special,,,122,82,0,,敵複数体に自身の攻撃ステータスの90%のダメージ,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_chi_00201_Special_00004,chara_chi_00201,4,Special,,,122,82,0,,敵複数体に自身の攻撃ステータスの95%のダメージ,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_chi_00201_Special_00005,chara_chi_00201,5,Special,,,122,82,0,,敵複数体に自身の攻撃ステータスの99%のダメージ,ステータスUP + 必殺ワザ性能UP
,,chara_chi_00201_Special_00006,chara_chi_00201,6,Special,,,122,82,0,,,
,,chara_chi_00201_Special_00007,chara_chi_00201,7,Special,,,122,82,0,,,
,,chara_chi_00201_Special_00008,chara_chi_00201,8,Special,,,122,82,0,,,
,,chara_chi_00201_Special_00009,chara_chi_00201,9,Special,,,122,82,0,,,
,,chara_chi_00201_Special_00010,chara_chi_00201,10,Special,,,122,82,0,,,
e,202509010,chara_chi_00301_Normal_00000,chara_chi_00301,0,Normal,,,75,29,75,,表示場所なし,
e,202509010,chara_chi_00301_Special_00001,chara_chi_00301,1,Special,Red,110,134,50,0,,敵複数体に自身の攻撃ステータスの75%のダメージ(敵が赤属性の場合は82.5%のダメージ),
e,202509010,chara_chi_00301_Special_00002,chara_chi_00301,2,Special,Red,125,134,50,0,,敵複数体に自身の攻撃ステータスの75%のダメージ(敵が赤属性の場合は93.75%のダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_chi_00301_Special_00003,chara_chi_00301,3,Special,Red,136,134,50,0,,敵複数体に自身の攻撃ステータスの75%のダメージ(敵が赤属性の場合は102%のダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_chi_00301_Special_00004,chara_chi_00301,4,Special,Red,144,134,50,0,,敵複数体に自身の攻撃ステータスの75%のダメージ(敵が赤属性の場合は108%のダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_chi_00301_Special_00005,chara_chi_00301,5,Special,Red,150,134,50,0,,敵複数体に自身の攻撃ステータスの75%のダメージ(敵が赤属性の場合は112.5%のダメージ),ステータスUP + 必殺ワザ性能UP
,,chara_chi_00301_Special_00006,chara_chi_00301,6,Special,Red,170,134,50,0,,,
,,chara_chi_00301_Special_00007,chara_chi_00301,7,Special,Red,170,134,50,0,,,
,,chara_chi_00301_Special_00008,chara_chi_00301,8,Special,Red,170,134,50,0,,,
,,chara_chi_00301_Special_00009,chara_chi_00301,9,Special,Red,170,134,50,0,,,
,,chara_chi_00301_Special_00010,chara_chi_00301,10,Special,Red,170,134,50,0,,,
e,202509010,chara_chi_00002_Normal_00000,chara_chi_00002,0,Normal,,,54,33,45,,表示場所なし,
e,202509010,chara_chi_00002_Special_00001,chara_chi_00002,1,Special,,,187,0,0,,敵単体に最大6回の連続攻撃(自身の攻撃ステータスの最大170%ダメージ) + 6回目の攻撃がヒットした場合、6回目のダメージの15%分、自身の体力を回復,
e,202509010,chara_chi_00002_Special_00002,chara_chi_00002,2,Special,,,187,0,0,,敵単体に最大6回の連続攻撃(自身の攻撃ステータスの最大192%ダメージ) + 6回目の攻撃がヒットした場合、6回目のダメージの27%分、自身の体力を回復,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_chi_00002_Special_00003,chara_chi_00002,3,Special,,,187,0,0,,敵単体に最大6回の連続攻撃(自身の攻撃ステータスの最大207%ダメージ) + 6回目の攻撃がヒットした場合、6回目のダメージの35%分、自身の体力を回復,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_chi_00002_Special_00004,chara_chi_00002,4,Special,,,187,0,0,,敵単体に最大6回の連続攻撃(自身の攻撃ステータスの最大218%ダメージ) + 6回目の攻撃がヒットした場合、6回目のダメージの41%分、自身の体力を回復,ステータスUP + 必殺ワザ性能UP
e,202509010,chara_chi_00002_Special_00005,chara_chi_00002,5,Special,,,187,0,0,,敵単体に最大6回の連続攻撃(自身の攻撃ステータスの最大225%ダメージ) + 6回目の攻撃がヒットした場合、6回目のダメージの45%分、自身の体力を回復,ステータスUP + 必殺ワザ性能UP
,,chara_chi_00002_Special_00006,chara_chi_00002,6,Special,,,187,0,0,,,
,,chara_chi_00002_Special_00007,chara_chi_00002,7,Special,,,187,0,0,,,
,,chara_chi_00002_Special_00008,chara_chi_00002,8,Special,,,187,0,0,,,
,,chara_chi_00002_Special_00009,chara_chi_00002,9,Special,,,187,0,0,,,
,,chara_chi_00002_Special_00010,chara_chi_00002,10,Special,,,187,0,0,,,
e,202509010,chara_rik_00001_Normal_00000,chara_rik_00001,0,Normal,,,82,47,50,,表示場所なし,
e,202509010,chara_rik_00001_Special_00001,chara_rik_00001,1,Special,,,201,0,0,,敵単体に最大3回の連続攻撃(自身の攻撃ステータスの最大135%ダメージ),
e,202509010,chara_rik_00001_Special_00002,chara_rik_00001,2,Special,,,201,0,0,,敵単体に最大3回の連続攻撃(自身の攻撃ステータスの最大152%ダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_rik_00001_Special_00003,chara_rik_00001,3,Special,,,201,0,0,,敵単体に最大3回の連続攻撃(自身の攻撃ステータスの最大163%ダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_rik_00001_Special_00004,chara_rik_00001,4,Special,,,201,0,0,,敵単体に最大3回の連続攻撃(自身の攻撃ステータスの最大172%ダメージ),ステータスUP + 必殺ワザ性能UP
e,202509010,chara_rik_00001_Special_00005,chara_rik_00001,5,Special,,,201,0,0,,敵単体に最大3回の連続攻撃(自身の攻撃ステータスの最大178%ダメージ),ステータスUP + 必殺ワザ性能UP
